"T12,Gross domestic product and gross domestic product per capita,,,"
"Region/Country/Area,,Year,population,Value"
"702,Singapore,2015,2450035.75,306254.4688"
"702,Singapore,2017,2693431.142,336678.8928"
"702,Singapore,2018,2888923.212,361115.4015"
"702,Singapore,1985,54865.4808,6858.1851"
"702,Singapore,1995,199415.3896,24926.9237"
"702,Singapore,2005,238963.392,29870.424"
"702,Singapore,2010,368602.4752,46075.3094"
"702,Singapore,2015,438120.3784,54765.0473"
"702,Singapore,2017,471866.1168,58983.2646"
"702,Singapore,2018,501767.0368,62720.8796"
"702,Singapore,1985,372324.2624,46540.5328"
"702,Singapore,1995,851679.4544,106459.9318"
"702,Singapore,2005,1422096.866,177762.1083"
"702,Singapore,2010,1969428.134,246178.5167"
"702,Singapore,2015,2450035.75,306254.4688"
"702,Singapore,2017,2618726.872,327340.859"
"702,Singapore,2018,2703351.022,337918.8777"
"702,Singapore,1985,-5.496,-0.687"
"702,Singapore,1995,56.224,7.028"
"702,Singapore,2005,59.9136,7.4892"
"702,Singapore,2010,121.9232,15.2404"
"702,Singapore,2015,20.04,2.505"
"702,Singapore,2017,31.4328,3.9291"
"702,Singapore,2018,25.852,3.2315"
"534,Sint Maarten (Dutch part),2005,5663.6384,707.9548"
"534,Sint Maarten (Dutch part),2010,7171.9368,896.4921"
"534,Sint Maarten (Dutch part),2015,8531.3968,1066.4246"
"534,Sint Maarten (Dutch part),2017,8344,1043"
"534,Sint Maarten (Dutch part),2018,7840,980"
"534,Sint Maarten (Dutch part),2005,169397.5752,21174.6969"
"534,Sint Maarten (Dutch part),2010,209902.1448,26237.7681"
"534,Sint Maarten (Dutch part),2015,213455.6808,26681.9601"
"534,Sint Maarten (Dutch part),2017,201331.9176,25166.4897"
"534,Sint Maarten (Dutch part),2018,186933.7152,23366.7144"
"534,Sint Maarten (Dutch part),2005,7287.2776,910.9097"
"534,Sint Maarten (Dutch part),2010,8115.2072,1014.4009"
"534,Sint Maarten (Dutch part),2015,8531.3968,1066.4246"
"534,Sint Maarten (Dutch part),2017,8157.0176,1019.6272"
"534,Sint Maarten (Dutch part),2018,7463.6712,932.9589"
"534,Sint Maarten (Dutch part),2010,8.6936,1.0867"
"534,Sint Maarten (Dutch part),2015,4.0728,0.5091"
"534,Sint Maarten (Dutch part),2017,-38.4,-4.8"
"534,Sint Maarten (Dutch part),2018,-68,-8.5"
"703,Slovakia,1995,160337.56,20042.195"
"703,Slovakia,2005,392267.42,49033.4275"
"703,Slovakia,2010,721471.8944,90183.9868"
"703,Slovakia,2015,707657.3416,88457.1677"
"703,Slovakia,2017,763818.1568,95477.2696"
"703,Slovakia,2018,847650.988,105956.3735"
"703,Slovakia,1995,29827.6352,3728.4544"
"703,Slovakia,2005,72656.0672,9082.0084"
"703,Slovakia,2010,133499.7496,16687.4687"
"703,Slovakia,2015,130189.1072,16273.6384"
"703,Slovakia,2017,140204.144,17525.518"
"703,Slovakia,2018,155446.3256,19430.7907"
"703,Slovakia,1995,323263.2872,40407.9109"
"703,Slovakia,2005,490713.9424,61339.2428"
"703,Slovakia,2010,622663.592,77832.949"
"703,Slovakia,2015,707657.3416,88457.1677"
"703,Slovakia,2017,744659.048,93082.381"
"703,Slovakia,2018,774696.3824,96837.0478"
"703,Slovakia,1995,46.748,5.8435"
"703,Slovakia,2005,52.988,6.6235"
"703,Slovakia,2010,45.7664,5.7208"
"703,Slovakia,2015,38.5752,4.8219"
"703,Slovakia,2017,24.3256,3.0407"
"703,Slovakia,2018,32.2696,4.0337"
"705,Slovenia,1995,170828.5672,21353.5709"
"705,Slovenia,2005,289634.7208,36204.3401"
"705,Slovenia,2010,385290.0072,48161.2509"
"705,Slovenia,2015,344721.3848,43090.1731"
"705,Slovenia,2017,388493.3792,48561.6724"
"705,Slovenia,2018,432274.868,54034.3585"
"705,Slovenia,1995,85794.7408,10724.3426"
"705,Slovenia,2005,145182.0576,18147.7572"
"705,Slovenia,2010,188559.2088,23569.9011"
"705,Slovenia,2015,166435.6656,20804.4582"
"705,Slovenia,2017,187100.0296,23387.5037"
"705,Slovenia,2018,208040.7984,26005.0998"
"705,Slovenia,1995,211256.516,26407.0645"
"705,Slovenia,2005,307779.5504,38472.4438"
"705,Slovenia,2010,337676.9752,42209.6219"
"705,Slovenia,2015,344721.3848,43090.1731"
"705,Slovenia,2017,372664.3832,46583.0479"
"705,Slovenia,2018,388011.5144,48501.4393"
"705,Slovenia,1995,32.8576,4.1072"
"705,Slovenia,2005,30.384,3.798"
"705,Slovenia,2010,10.7496,1.3437"
"705,Slovenia,2015,17.6808,2.2101"
"705,Slovenia,2017,38.6672,4.8334"
"705,Slovenia,2018,32.9456,4.1182"
"90,Solomon Islands,1985,1279.8776,159.9847"
"90,Solomon Islands,1995,2917.2904,364.6613"
"90,Solomon Islands,2005,3435.808,429.476"
"90,Solomon Islands,2010,5756.9832,719.6229"
"90,Solomon Islands,2015,8473.16,1059.145"
"90,Solomon Islands,2017,9591.5088,1198.9386"
"90,Solomon Islands,2018,10168.3664,1271.0458"
"90,Solomon Islands,1985,4726.4928,590.8116"
"90,Solomon Islands,1995,8119.8024,1014.9753"
"90,Solomon Islands,2005,7311.5056,913.9382"
"90,Solomon Islands,2010,10906.2488,1363.2811"
"90,Solomon Islands,2015,14048.9264,1756.1158"
"90,Solomon Islands,2017,15080.0648,1885.0081"
"90,Solomon Islands,2018,15575.1808,1946.8976"
"90,Solomon Islands,1985,3021.2712,377.6589"
"90,Solomon Islands,1995,5092.028,636.5035"
"90,Solomon Islands,2005,5151.716,643.9645"
"90,Solomon Islands,2010,7182.6032,897.8254"
"90,Solomon Islands,2015,8473.16,1059.145"
"90,Solomon Islands,2017,9069.1232,1133.6404"
"90,Solomon Islands,2018,9418.7112,1177.3389"
"90,Solomon Islands,1985,22.4376,2.8047"
"90,Solomon Islands,1995,79.936,9.992"
"90,Solomon Islands,2005,102.7936,12.8492"
"90,Solomon Islands,2010,85.1256,10.6407"
"90,Solomon Islands,2015,20.3376,2.5422"
"90,Solomon Islands,2017,29.5488,3.6936"
"90,Solomon Islands,2018,30.8376,3.8547"
"706,Somalia,1985,6477.1808,809.6476"
"706,Somalia,1995,8977.9424,1122.2428"
"706,Somalia,2005,18524.3832,2315.5479"
"706,Somalia,2010,8742.2752,1092.7844"
"706,Somalia,2015,11638.2336,1454.7792"
"706,Somalia,2017,11978.4024,1497.3003"
"706,Somalia,2018,11955.724,1494.4655"
"706,Somalia,1985,974.2136,121.7767"
"706,Somalia,1995,1198.3952,149.7994"
"706,Somalia,2005,1773.2008,221.6501"
"706,Somalia,2010,725.8688,90.7336"
"706,Somalia,2015,843.5216,105.4402"
"706,Somalia,2017,821.0472,102.6309"
"706,Somalia,2018,796.6112,99.5764"
"706,Somalia,1985,9549.6072,1193.7009"
"706,Somalia,1995,6916.2648,864.5331"
"706,Somalia,2005,8916.7464,1114.5933"
"706,Somalia,2010,10118.0264,1264.7533"
"706,Somalia,2015,11638.2336,1454.7792"
"706,Somalia,2017,12483.556,1560.4445"
"706,Somalia,2018,12870.5456,1608.8182"
"706,Somalia,1985,76.2392,9.5299"
"706,Somalia,2005,24,3"
"706,Somalia,2010,20.8,2.6"
"706,Somalia,2015,21.6,2.7"
"706,Somalia,2017,18.4,2.3"
"706,Somalia,2018,24.8,3.1"
"710,South Africa,1985,477181.4704,59647.6838"
"710,South Africa,1995,1243687.424,155460.928"
"710,South Africa,2005,2062172.499,257771.5624"
"710,South Africa,2010,3002786.163,375348.2704"
"710,South Africa,2015,2539324.987,317415.6234"
"710,South Africa,2017,2792053.56,349006.695"
"710,South Africa,2018,2944751.459,368093.9324"
"710,South Africa,1985,14602.1392,1825.2674"
"710,South Africa,1995,30014.8344,3751.8543"
"710,South Africa,2005,43069.0608,5383.6326"
"710,South Africa,2010,58628.7416,7328.5927"
"710,South Africa,2015,45847.4736,5730.9342"
"710,South Africa,2017,48975.0136,6121.8767"
"710,South Africa,2018,50953.8528,6369.2316"
"710,South Africa,1985,1245268.339,155658.5424"
"710,South Africa,1995,1411818.533,176477.3166"
"710,South Africa,2005,1954976.955,244372.1194"
"710,South Africa,2010,2277266.871,284658.3589"
"710,South Africa,2015,2539324.987,317415.6234"
"710,South Africa,2017,2585521.908,323190.2385"
"710,South Africa,2018,2605871.174,325733.8967"
"710,South Africa,1985,-9.6912,-1.2114"
"710,South Africa,1995,24.9256,3.1157"
"710,South Africa,2005,42.2168,5.2771"
"710,South Africa,2010,24.3176,3.0397"
"710,South Africa,2015,9.5496,1.1937"
"710,South Africa,2017,11.316,1.4145"
"710,South Africa,2018,6.296,0.787"
"728,South Sudan,2010,119891.0192,14986.3774"
"728,South Sudan,2015,105727.9256,13215.9907"
"728,South Sudan,2017,60967.7048,7620.9631"
"728,South Sudan,2018,65655.104,8206.888"
"728,South Sudan,2010,12609.0064,1576.1258"
"728,South Sudan,2015,9866.676,1233.3345"
"728,South Sudan,2017,5587.8496,698.4812"
"728,South Sudan,2018,5981.7368,747.7171"
"728,South Sudan,2010,128719.2392,16089.9049"
"728,South Sudan,2015,105727.9256,13215.9907"
"728,South Sudan,2017,105348.6336,13168.5792"
"728,South Sudan,2018,108930.4872,13616.3109"
"728,South Sudan,2010,-7.056,-0.882"
"728,South Sudan,2015,27.4704,3.4338"
"728,South Sudan,2017,-5.528,-0.691"
"728,South Sudan,2018,27.2,3.4"
"724,Spain,1985,1446368.201,180796.0251"
"724,Spain,1995,4916898.522,614612.3152"
"724,Spain,2005,9226055.816,1153256.977"
"724,Spain,2010,11365776.27,1420722.034"
"724,Spain,2015,9560954.16,1195119.27"
"724,Spain,2017,10500413.65,1312551.706"
"724,Spain,2018,11357881.96,1419735.245"
"724,Spain,1985,37341.1688,4667.6461"
"724,Spain,1995,123579.228,15447.4035"
"724,Spain,2005,209591.9952,26198.9994"
"724,Spain,2010,242180.4912,30272.5614"
"724,Spain,2015,204854.5024,25606.8128"
"724,Spain,2017,225101.664,28137.708"
"724,Spain,2018,243246.6648,30405.8331"
"724,Spain,1985,4732019.126,591502.3907"
"724,Spain,1995,6353950.045,794243.7556"
"724,Spain,2005,9127229.2,1140903.65"
"724,Spain,2010,9573366.832,1196670.854"
"724,Spain,2015,9560954.16,1195119.27"
"724,Spain,2017,10135637.07,1266954.634"
"724,Spain,2018,10373926.73,1296740.841"
"724,Spain,1985,18.5712,2.3214"
"724,Spain,1995,22.06,2.7575"
"724,Spain,2005,29.216,3.652"
"724,Spain,2010,1.304,0.163"
"724,Spain,2015,30.6816,3.8352"
"724,Spain,2017,23.1344,2.8918"
"724,Spain,2018,18.808,2.351"
"144,Sri Lanka,1985,54981.3584,6872.6698"
"144,Sri Lanka,1995,122344.3392,15293.0424"
"144,Sri Lanka,2005,223455.7752,27931.9719"
"144,Sri Lanka,2010,453806.0392,56725.7549"
"144,Sri Lanka,2015,644832.6128,80604.0766"
"144,Sri Lanka,2017,704157.5672,88019.6959"
"144,Sri Lanka,2018,711535.0904,88941.8863"
"144,Sri Lanka,1985,3398.888,424.861"
"144,Sri Lanka,1995,6706.404,838.3005"
"144,Sri Lanka,2005,11432.8936,1429.1117"
"144,Sri Lanka,2010,22397.1936,2799.6492"
"144,Sri Lanka,2015,30841.3896,3855.1737"
"144,Sri Lanka,2017,33328.1192,4166.0149"
"144,Sri Lanka,2018,33517.5016,4189.6877"
"144,Sri Lanka,1985,146526.0176,18315.7522"
"144,Sri Lanka,1995,225474.6976,28184.3372"
"144,Sri Lanka,2005,351000.0336,43875.0042"
"144,Sri Lanka,2010,478240.3048,59780.0381"
"144,Sri Lanka,2015,644832.6128,80604.0766"
"144,Sri Lanka,2017,696805.4248,87100.6781"
"144,Sri Lanka,2018,719166.8888,89895.8611"
"144,Sri Lanka,1985,40.1336,5.0167"
"144,Sri Lanka,1995,44.2352,5.5294"
"144,Sri Lanka,2005,49.9336,6.2417"
"144,Sri Lanka,2010,64.128,8.016"
"144,Sri Lanka,2015,40.0616,5.0077"
"144,Sri Lanka,2017,27.3584,3.4198"
"144,Sri Lanka,2018,25.6728,3.2091"
"275,State of Palestine,1985,8037.624,1004.703"
"275,State of Palestine,1995,27923.9704,3490.4963"
"275,State of Palestine,2005,41005.6,5125.7"
"275,State of Palestine,2010,77452,9681.5"
"275,State of Palestine,2015,111779.2,13972.4"
"275,State of Palestine,2017,129020.8,16127.6"
"275,State of Palestine,2018,130212.8,16276.6"
"275,State of Palestine,1985,4568.0408,571.0051"
"275,State of Palestine,1995,10663.4256,1332.9282"
"275,State of Palestine,2005,11460.6056,1432.5757"
"275,State of Palestine,2010,19097.3984,2387.1748"
"275,State of Palestine,2015,24679.864,3084.983"
"275,State of Palestine,2017,27178.14,3397.2675"
"275,State of Palestine,2018,26776.344,3347.043"
"275,State of Palestine,1985,21080.044,2635.0055"
"275,State of Palestine,1995,47891.0096,5986.3762"
"275,State of Palestine,2005,69920.8,8740.1"
"275,State of Palestine,2010,88659.2,11082.4"
"275,State of Palestine,2015,111779.2,13972.4"
"275,State of Palestine,2017,123415.2,15426.9"
"275,State of Palestine,2018,124929.6,15616.2"
"275,State of Palestine,1985,-5.0992,-0.6374"
"275,State of Palestine,1995,56.948,7.1185"
"275,State of Palestine,2005,90.3256,11.2907"
"275,State of Palestine,2010,46.2192,5.7774"
"275,State of Palestine,2015,29.7704,3.7213"
"275,State of Palestine,2017,11.3552,1.4194"
"275,State of Palestine,2018,9.8168,1.2271"
"729,Sudan,2010,437425.324,54678.1655"
"729,Sudan,2015,671468.2296,83933.5287"
"729,Sudan,2017,992172.7992,124021.5999"
"729,Sudan,2018,404117.3912,50514.6739"
"729,Sudan,2010,12662.4736,1582.8092"
"729,Sudan,2015,17260.0848,2157.5106"
"729,Sudan,2017,24309.9784,3038.7473"
"729,Sudan,2018,9667.5256,1208.4407"
"729,Sudan,2010,542292.4424,67786.5553"
"729,Sudan,2015,671468.2296,83933.5287"
"729,Sudan,2017,749281.9968,93660.2496"
"729,Sudan,2018,731892.456,91486.557"
"729,Sudan,2010,67.9624,8.4953"
"729,Sudan,2015,29.6,3.7"
"729,Sudan,2017,59.2,7.4"
"729,Sudan,2018,-18.5664,-2.3208"
"736,Sudan [former],1985,52990.1856,6623.7732"
"736,Sudan [former],1995,102777.4984,12847.1873"
"736,Sudan [former],2005,281461.24,35182.655"
"736,Sudan [former],2010,557316.3432,69664.5429"
"736,Sudan [former],1985,2362.3712,295.2964"
"736,Sudan [former],1995,3518.2312,439.7789"
"736,Sudan [former],2005,7313.4456,914.1807"
"736,Sudan [former],2010,12650.9336,1581.3667"
"736,Sudan [former],1985,158900.456,19862.557"
"736,Sudan [former],1995,253285.5032,31660.6879"
"736,Sudan [former],2005,503258.7608,62907.3451"
"736,Sudan [former],2010,671011.6816,83876.4602"
"736,Sudan [former],1985,43.3104,5.4138"
"736,Sudan [former],1995,47.9768,5.9971"
"736,Sudan [former],2005,72.3056,9.0382"
"736,Sudan [former],2010,53.1656,6.6457"
"740,Suriname,1985,9571.496,1196.437"
"740,Suriname,1995,6753.7864,844.2233"
"740,Suriname,2005,17544.3936,2193.0492"
"740,Suriname,2010,34947.0192,4368.3774"
"740,Suriname,2015,38299.7408,4787.4676"
"740,Suriname,2017,25680.16,3210.02"
"740,Suriname,2018,27664.6544,3458.0818"
"740,Suriname,1985,25964.4848,3245.5606"
"740,Suriname,1995,15285.212,1910.6515"
"740,Suriname,2005,35126.4424,4390.8053"
"740,Suriname,2010,66046.0624,8255.7578"
"740,Suriname,2015,68497.22,8562.1525"
"740,Suriname,2017,45013.7424,5626.7178"
"740,Suriname,2018,48029.7472,6003.7184"
"740,Suriname,1985,20286.668,2535.8335"
"740,Suriname,1995,20056.76,2507.095"
"740,Suriname,2005,28185.7712,3523.2214"
"740,Suriname,2010,35350.632,4418.829"
"740,Suriname,2015,38299.7408,4787.4676"
"740,Suriname,2017,36807.7304,4600.9663"
"740,Suriname,2018,37772.8248,4721.6031"
"740,Suriname,1985,111.704,13.963"
"740,Suriname,1995,0.068,0.0085"
"740,Suriname,2005,31.3872,3.9234"
"740,Suriname,2010,41.3096,5.1637"
"740,Suriname,2015,-27.3104,-3.4138"
"740,Suriname,2017,14.0976,1.7622"
"740,Suriname,2018,20.976,2.622"
"752,Sweden,1985,905510.4504,113188.8063"
"752,Sweden,1995,2123151.309,265393.9136"
"752,Sweden,2005,3118024.431,389753.0539"
"752,Sweden,2010,3962628.961,495328.6201"
"752,Sweden,2015,4029205.135,503650.6419"
"752,Sweden,2017,4324361.891,540545.2364"
"752,Sweden,2018,4448691.911,556086.4889"
"752,Sweden,1985,108345.0768,13543.1346"
"752,Sweden,1995,240272.7928,30034.0991"
"752,Sweden,2005,344966.7536,43120.8442"
"752,Sweden,2010,421997.664,52749.708"
"752,Sweden,2015,412619.1264,51577.3908"
"752,Sweden,2017,436588.3184,54573.5398"
"752,Sweden,2018,446134.5176,55766.8147"
"752,Sweden,1985,2086484.896,260810.612"
"752,Sweden,1995,2430556.83,303819.6038"
"752,Sweden,2005,3305487.863,413185.9829"
"752,Sweden,2010,3627891.575,453486.4469"
"752,Sweden,2015,4029205.135,503650.6419"
"752,Sweden,2017,4225954.787,528244.3484"
"752,Sweden,2018,4319992.365,539999.0456"
"752,Sweden,1985,17.2832,2.1604"
"752,Sweden,1995,31.9872,3.9984"
"752,Sweden,2005,23.1672,2.8959"
"752,Sweden,2010,49.512,6.189"
"752,Sweden,2015,35.3664,4.4208"
"752,Sweden,2017,19.2952,2.4119"
"752,Sweden,2018,17.8016,2.2252"
"756,Switzerland,1985,862120.1256,107765.0157"
"756,Switzerland,1995,2741007.528,342625.941"
"756,Switzerland,2005,3269576.1,408697.0125"
"756,Switzerland,2010,4670263.823,583782.9779"
"756,Switzerland,2015,5438658.334,679832.2917"
"756,Switzerland,2017,5439603.856,679950.482"
"756,Switzerland,2018,5641124.96,705140.62"
"756,Switzerland,1985,133964.7744,16745.5968"
"756,Switzerland,1995,391823.2152,48977.9019"
"756,Switzerland,2005,442623.1952,55327.8994"
"756,Switzerland,2010,598086.5928,74760.8241"
"756,Switzerland,2015,655514.7432,81939.3429"
"756,Switzerland,2017,643298.2432,80412.2804"
"756,Switzerland,2018,661668.1152,82708.5144"
"756,Switzerland,1985,3206533.458,400816.6822"
"756,Switzerland,1995,3730666.077,466333.2596"
"756,Switzerland,2005,4495620.094,561952.5117"
"756,Switzerland,2010,5007528.128,625941.016"
"756,Switzerland,2015,5438658.334,679832.2917"
"756,Switzerland,2017,5631901.957,703987.7446"
"756,Switzerland,2018,5786810.445,723351.3056"
"756,Switzerland,1985,29.3888,3.6736"
"756,Switzerland,1995,3.8472,0.4809"
"756,Switzerland,2005,24.9216,3.1152"
"756,Switzerland,2010,24.0216,3.0027"
"756,Switzerland,2015,10.6672,1.3334"
"756,Switzerland,2017,14.3952,1.7994"
"756,Switzerland,2018,22.0048,2.7506"
"760,Syrian Arab Republic,1985,80354.844,10044.3555"
"760,Syrian Arab Republic,1995,108311.0904,13538.8863"
"760,Syrian Arab Republic,2005,227175.972,28396.9965"
"760,Syrian Arab Republic,2010,483720.8968,60465.1121"
"760,Syrian Arab Republic,2015,152720.8168,19090.1021"
"760,Syrian Arab Republic,2017,105456.7408,13182.0926"
"760,Syrian Arab Republic,2018,133025.7152,16628.2144"
"760,Syrian Arab Republic,1985,7546.0248,943.2531"
"760,Syrian Arab Republic,1995,7550.1832,943.7729"
"760,Syrian Arab Republic,2005,12372.6264,1546.5783"
"760,Syrian Arab Republic,2010,22643.4288,2830.4286"
"760,Syrian Arab Republic,2015,8485.712,1060.714"
"760,Syrian Arab Republic,2017,6168.62,771.0775"
"760,Syrian Arab Republic,2018,7850.4144,981.3018"
"760,Syrian Arab Republic,1985,122864.9024,15358.1128"
"760,Syrian Arab Republic,1995,172871.5344,21608.9418"
"760,Syrian Arab Republic,2005,264359.9504,33044.9938"
"760,Syrian Arab Republic,2010,335891.6832,41986.4604"
"760,Syrian Arab Republic,2015,152720.8168,19090.1021"
"760,Syrian Arab Republic,2017,150521.1736,18815.1467"
"760,Syrian Arab Republic,2018,154168.9784,19271.1223"
"760,Syrian Arab Republic,1985,48.9208,6.1151"
"760,Syrian Arab Republic,1995,56.2112,7.0264"
"760,Syrian Arab Republic,2005,49.7232,6.2154"
"760,Syrian Arab Republic,2010,27.516,3.4395"
"760,Syrian Arab Republic,2015,-49.0656,-6.1332"
"760,Syrian Arab Republic,2017,21.1576,2.6447"
"760,Syrian Arab Republic,2018,19.388,2.4235"
"762,Tajikistan,1995,9745.436,1218.1795"
"762,Tajikistan,2005,18498.5616,2312.3202"
"762,Tajikistan,2010,45137.4072,5642.1759"
"762,Tajikistan,2015,62836.6496,7854.5812"
"762,Tajikistan,2017,57262.6424,7157.8303"
"762,Tajikistan,2018,60183.4728,7522.9341"
"762,Tajikistan,1995,1690.504,211.313"
"762,Tajikistan,2005,2724.6552,340.5819"
"762,Tajikistan,2010,5996.4184,749.5523"
"762,Tajikistan,2015,7432.7464,929.0933"
"762,Tajikistan,2017,6448.3008,806.0376"
"762,Tajikistan,2018,6612.9616,826.6202"
"762,Tajikistan,1995,21591.28,2698.91"
"762,Tajikistan,2005,34302.4472,4287.8059"
"762,Tajikistan,2010,46974.7,5871.8375"
"762,Tajikistan,2015,62836.6496,7854.5812"
"762,Tajikistan,2017,71945.3248,8993.1656"
"762,Tajikistan,2018,77079.3896,9634.9237"
"762,Tajikistan,1995,-99.2,-12.4"
"762,Tajikistan,2005,53.7432,6.7179"
"762,Tajikistan,2010,52.2976,6.5372"
"762,Tajikistan,2015,47.7512,5.9689"
"762,Tajikistan,2017,56.4504,7.0563"
"762,Tajikistan,2018,57.0888,7.1361"
"764,Thailand,1985,322504.08,40313.01"
"764,Thailand,1995,1354231.349,169278.9186"
"764,Thailand,2005,1514547.658,189318.4572"
"764,Thailand,2010,2728837.373,341104.6716"
"764,Thailand,2015,3210365.966,401295.7458"
"764,Thailand,2017,3642202.716,455275.3395"
"764,Thailand,2018,4039938.843,504992.3554"
"764,Thailand,1985,6198.7944,774.8493"
"764,Thailand,1995,22772.716,2846.5895"
"764,Thailand,2005,23152.4896,2894.0612"
"764,Thailand,2010,40610.704,5076.338"
"764,Thailand,2015,46720.3496,5840.0437"
"764,Thailand,2017,52625.5272,6578.1909"
"764,Thailand,2018,58188.5192,7273.5649"
"764,Thailand,1985,696295.14,87036.8925"
"764,Thailand,1995,1709089.725,213636.2156"
"764,Thailand,2005,2309162.705,288645.3381"
"764,Thailand,2010,2775745.008,346968.126"
"764,Thailand,2015,3210365.966,401295.7458"
"764,Thailand,2017,3451645.599,431455.6999"
"764,Thailand,2018,3594171.85,449271.4813"
"764,Thailand,1985,37.1776,4.6472"
"764,Thailand,1995,64.9624,8.1203"
"764,Thailand,2005,33.5008,4.1876"
"764,Thailand,2010,60.1072,7.5134"
"764,Thailand,2015,25.0712,3.1339"
"764,Thailand,2017,32.1928,4.0241"
"764,Thailand,2018,33.0336,4.1292"
"626,Timor-Leste,1995,3504.9336,438.1167"
"626,Timor-Leste,2005,14509.6648,1813.7081"
"626,Timor-Leste,2010,31991.6904,3998.9613"
"626,Timor-Leste,2015,24740.9984,3092.6248"
"626,Timor-Leste,2017,19898.1552,2487.2694"
"626,Timor-Leste,2018,20648,2581"
"626,Timor-Leste,1995,4151.1216,518.8902"
"626,Timor-Leste,2005,14580.6,1822.575"
"626,Timor-Leste,2010,29255.6176,3656.9522"
"626,Timor-Leste,2015,20681.2312,2585.1539"
"626,Timor-Leste,2017,16004.848,2000.606"
"626,Timor-Leste,2018,16284.2456,2035.5307"
"626,Timor-Leste,1995,9414.5936,1176.8242"
"626,Timor-Leste,2005,17472.1408,2184.0176"
"626,Timor-Leste,2010,26597.2464,3324.6558"
"626,Timor-Leste,2015,24740.9984,3092.6248"
"626,Timor-Leste,2017,22635.0536,2829.3817"
"626,Timor-Leste,2018,23272,2909"
"626,Timor-Leste,1995,75.7272,9.4659"
"626,Timor-Leste,2005,287.0408,35.8801"
"626,Timor-Leste,2010,-9.3768,-1.1721"
"626,Timor-Leste,2015,165.0048,20.6256"
"626,Timor-Leste,2017,-73.232,-9.154"
"626,Timor-Leste,2018,22.512,2.814"
"768,Togo,1985,6879.1192,859.8899"
"768,Togo,1995,13303.2176,1662.9022"
"768,Togo,2005,18244.6048,2280.5756"
"768,Togo,2010,27408.1768,3426.0221"
"768,Togo,2015,33421.6232,4177.7029"
"768,Togo,2017,37053.12,4631.64"
"768,Togo,2018,41323.6328,5165.4541"
"768,Togo,1985,2114.704,264.338"
"768,Togo,1995,3147.7288,393.4661"
"768,Togo,2005,3251.2072,406.4009"
"768,Togo,2010,4268.0704,533.5088"
"768,Togo,2015,4563.8264,570.4783"
"768,Togo,2017,4813.0472,601.6309"
"768,Togo,2018,5238.0712,654.7589"
"768,Togo,1985,14864.996,1858.1245"
"768,Togo,1995,17929.9528,2241.2441"
"768,Togo,2005,20985.9688,2623.2461"
"768,Togo,2010,24806.6944,3100.8368"
"768,Togo,2015,33421.6232,4177.7029"
"768,Togo,2017,36625.6216,4578.2027"
"768,Togo,2018,38420.2768,4802.5346"
"768,Togo,1985,29.7376,3.7172"
"768,Togo,1995,54.1664,6.7708"
"768,Togo,2005,-37.3304,-4.6663"
"768,Togo,2010,48.7944,6.0993"
"768,Togo,2015,45.9432,5.7429"
"768,Togo,2017,30.5232,3.8154"
"768,Togo,2018,39.2,4.9"
"776,Tonga,1985,585.3848,73.1731"
"776,Tonga,1995,1625.9536,203.2442"
"776,Tonga,2005,2092.3952,261.5494"
"776,Tonga,2010,2990.9952,373.8744"
"776,Tonga,2015,3203.4976,400.4372"
"776,Tonga,2017,3939.2544,492.4068"
"776,Tonga,2018,4033.6096,504.2012"
"776,Tonga,1985,6234.3944,779.2993"
"776,Tonga,1995,16941.2528,2117.6566"
"776,Tonga,2005,20736.2904,2592.0363"
"776,Tonga,2010,28763.4384,3595.4298"
"776,Tonga,2015,31786.724,3973.3405"
"776,Tonga,2017,38620.9,4827.6125"
"776,Tonga,2018,39086.5,4885.8125"
"776,Tonga,1985,2034.4168,254.3021"
"776,Tonga,1995,2494.6696,311.8337"
"776,Tonga,2005,3026.3832,378.2979"
"776,Tonga,2010,3142.6704,392.8338"
"776,Tonga,2015,3203.4976,400.4372"
"776,Tonga,2017,3911.0736,488.8842"
"776,Tonga,2018,3893.5888,486.6986"
"776,Tonga,1985,52.468,6.5585"
"776,Tonga,1995,32.3096,4.0387"
"776,Tonga,2005,12.6472,1.5809"
"776,Tonga,2010,28.5712,3.5714"
"776,Tonga,2015,-23.2088,-2.9011"
"776,Tonga,2017,88.1112,11.0139"
"776,Tonga,2018,-3.5768,-0.4471"
"780,Trinidad and Tobago,1985,59165.9424,7395.7428"
"780,Trinidad and Tobago,1995,42748.196,5343.5245"
"780,Trinidad and Tobago,2005,128202.772,16025.3465"
"780,Trinidad and Tobago,2010,177459.2168,22182.4021"
"780,Trinidad and Tobago,2015,200501.868,25062.7335"
"780,Trinidad and Tobago,2017,179797.936,22474.742"
"780,Trinidad and Tobago,2018,190467.8632,23808.4829"
"780,Trinidad and Tobago,1985,50556.8664,6319.6083"
"780,Trinidad and Tobago,1995,34084.0344,4260.5043"
"780,Trinidad and Tobago,2005,98883.5896,12360.4487"
"780,Trinidad and Tobago,2010,133614.1384,16701.7673"
"780,Trinidad and Tobago,2015,146316.6984,18289.5873"
"780,Trinidad and Tobago,2017,129906.2656,16238.2832"
"780,Trinidad and Tobago,2018,137042.7184,17130.3398"
"780,Trinidad and Tobago,1985,78233.8688,9779.2336"
"780,Trinidad and Tobago,1995,74844.0664,9355.5083"
"780,Trinidad and Tobago,2005,158909.9688,19863.7461"
"780,Trinidad and Tobago,2010,192475.2312,24059.4039"
