"T12,Gross domestic product and gross domestic product per capita,,,"
"Region/Country/Area,,Year,population,Value"
"92,British Virgin Islands,2015,322264.6088,40283.0761"
"92,British Virgin Islands,2017,368979.8112,46122.4764"
"92,British Virgin Islands,2018,388090.064,48511.258"
"92,British Virgin Islands,1985,1053.5536,131.6942"
"92,British Virgin Islands,1995,5880.5888,735.0736"
"92,British Virgin Islands,2005,9644.1456,1205.5182"
"92,British Virgin Islands,2010,9185.7248,1148.2156"
"92,British Virgin Islands,2015,9394.6576,1174.3322"
"92,British Virgin Islands,2017,10306.5248,1288.3156"
"92,British Virgin Islands,2018,10623.044,1327.8805"
"92,British Virgin Islands,1985,11.0032,1.3754"
"92,British Virgin Islands,1995,189.1936,23.6492"
"92,British Virgin Islands,2005,114.6824,14.3353"
"92,British Virgin Islands,2010,-0.7528,-0.0941"
"92,British Virgin Islands,2015,6.0112,0.7514"
"92,British Virgin Islands,2017,19.4496,2.4312"
"92,British Virgin Islands,2018,24.5688,3.0711"
"96,Brunei Darussalam,1985,35403.9488,4425.4936"
"96,Brunei Darussalam,1995,41963.3696,5245.4212"
"96,Brunei Darussalam,2005,84490.34,10561.2925"
"96,Brunei Darussalam,2010,109656.9304,13707.1163"
"96,Brunei Darussalam,2015,103442.3864,12930.2983"
"96,Brunei Darussalam,2017,97025.3328,12128.1666"
"96,Brunei Darussalam,2018,108535.3024,13566.9128"
"96,Brunei Darussalam,1985,157737.1632,19717.1454"
"96,Brunei Darussalam,1995,141236.596,17654.5745"
"96,Brunei Darussalam,2005,231408.108,28926.0135"
"96,Brunei Darussalam,2010,282151.1872,35268.8984"
"96,Brunei Darussalam,2015,249314.6336,31164.3292"
"96,Brunei Darussalam,2017,228578.3376,28572.2922"
"96,Brunei Darussalam,2018,253017.8648,31627.2331"
"96,Brunei Darussalam,1985,79588.2888,9948.5361"
"96,Brunei Darussalam,1995,84980.4208,10622.5526"
"96,Brunei Darussalam,2005,100597.2544,12574.6568"
"96,Brunei Darussalam,2010,103956.4344,12994.5543"
"96,Brunei Darussalam,2015,103442.3864,12930.2983"
"96,Brunei Darussalam,2017,102219.6024,12777.4503"
"96,Brunei Darussalam,2018,102273.1112,12784.1389"
"96,Brunei Darussalam,1985,-11.9256,-1.4907"
"96,Brunei Darussalam,1995,35.8296,4.4787"
"96,Brunei Darussalam,2005,3.1032,0.3879"
"96,Brunei Darussalam,2010,20.7928,2.5991"
"96,Brunei Darussalam,2015,-3.1392,-0.3924"
"96,Brunei Darussalam,2017,10.6304,1.3288"
"96,Brunei Darussalam,2018,0.4184,0.0523"
"100,Bulgaria,1985,131866.7632,16483.3454"
"100,Bulgaria,1995,151934.992,18991.874"
"100,Bulgaria,2005,238949.0088,29868.6261"
"100,Bulgaria,2010,402908.4592,50363.5574"
"100,Bulgaria,2015,405045.568,50630.696"
"100,Bulgaria,2017,471612.1296,58951.5162"
"100,Bulgaria,2018,529593.4424,66199.1803"
"100,Bulgaria,1985,14692.0848,1836.5106"
"100,Bulgaria,1995,18132.1648,2266.5206"
"100,Bulgaria,2005,31084.9736,3885.6217"
"100,Bulgaria,2010,54263.7072,6782.9634"
"100,Bulgaria,2015,56258.3528,7032.2941"
"100,Bulgaria,2017,66401.3864,8300.1733"
"100,Bulgaria,2018,75102.5072,9387.8134"
"100,Bulgaria,1985,275648.6136,34456.0767"
"100,Bulgaria,1995,265211.9984,33151.4998"
"100,Bulgaria,2005,316350.412,39543.8015"
"100,Bulgaria,2010,370959.2752,46369.9094"
"100,Bulgaria,2015,405045.568,50630.696"
"100,Bulgaria,2017,435229.1624,54403.6453"
"100,Bulgaria,2018,448652.2912,56081.5364"
"100,Bulgaria,1985,21.4672,2.6834"
"100,Bulgaria,1995,38.508,4.8135"
"100,Bulgaria,2005,57.228,7.1535"
"100,Bulgaria,2010,4.5584,0.5698"
"100,Bulgaria,2015,31.916,3.9895"
"100,Bulgaria,2017,28.0528,3.5066"
"100,Bulgaria,2018,24.6736,3.0842"
"854,Burkina Faso,1985,14113.0224,1764.1278"
"854,Burkina Faso,1995,21629.8496,2703.7312"
"854,Burkina Faso,2005,49151.0256,6143.8782"
"854,Burkina Faso,2010,80798.4184,10099.8023"
"854,Burkina Faso,2015,94585.5072,11823.1884"
"854,Burkina Faso,2017,113359.9152,14169.9894"
"854,Burkina Faso,2018,129597.18,16199.6475"
"854,Burkina Faso,1985,1826.2416,228.2802"
"854,Burkina Faso,1995,2143.7176,267.9647"
"854,Burkina Faso,2005,3661.9936,457.7492"
"854,Burkina Faso,2010,5177.6544,647.2068"
"854,Burkina Faso,2015,5222.6528,652.8316"
"854,Burkina Faso,2017,5906.2432,738.2804"
"854,Burkina Faso,2018,6561.3952,820.1744"
"854,Burkina Faso,1985,21250.3248,2656.2906"
"854,Burkina Faso,1995,29782.3208,3722.7901"
"854,Burkina Faso,2005,55596.8568,6949.6071"
"854,Burkina Faso,2010,72655.3208,9081.9151"
"854,Burkina Faso,2015,94585.5072,11823.1884"
"854,Burkina Faso,2017,106390.9496,13298.8687"
"854,Burkina Faso,2018,113645.9568,14205.7446"
"854,Burkina Faso,1985,104.5104,13.0638"
"854,Burkina Faso,1995,45.7424,5.7178"
"854,Burkina Faso,2005,69.3024,8.6628"
"854,Burkina Faso,2010,67.5696,8.4462"
"854,Burkina Faso,2015,31.3632,3.9204"
"854,Burkina Faso,2017,49.2496,6.1562"
"854,Burkina Faso,2018,54.5536,6.8192"
"108,Burundi,1985,9369.2016,1171.1502"
"108,Burundi,1995,8003.4432,1000.4304"
"108,Burundi,2005,8936.8752,1117.1094"
"108,Burundi,2010,16257.1008,2032.1376"
"108,Burundi,2015,22484.2528,2810.5316"
"108,Burundi,2017,25736.1344,3217.0168"
"108,Burundi,2018,26281.2024,3285.1503"
"108,Burundi,1985,1972.116,246.5145"
"108,Burundi,1995,1336.7944,167.0993"
"108,Burundi,2005,1213.448,151.681"
"108,Burundi,2010,1873.8872,234.2359"
"108,Burundi,2015,2213.0104,276.6263"
"108,Burundi,2017,2377.0288,297.1286"
"108,Burundi,2018,2351.7064,293.9633"
"108,Burundi,1985,13666.7056,1708.3382"
"108,Burundi,1995,14618.8496,1827.3562"
"108,Burundi,2005,15237.1456,1904.6432"
"108,Burundi,2010,19005.7064,2375.7133"
"108,Burundi,2015,22484.2528,2810.5316"
"108,Burundi,2017,24181.3592,3022.6699"
"108,Burundi,2018,24217.352,3027.169"
"108,Burundi,1985,93.4872,11.6859"
"108,Burundi,1995,-56.1688,-7.0211"
"108,Burundi,2005,7.28,0.91"
"108,Burundi,2010,40.7368,5.0921"
"108,Burundi,2015,-3.2576,-0.4072"
"108,Burundi,2017,33.7048,4.2131"
"108,Burundi,2018,1.1904,0.1488"
"132,Cabo Verde,1985,1253.4984,156.6873"
"132,Cabo Verde,1995,4463.628,557.9535"
"132,Cabo Verde,2005,8843.152,1105.394"
"132,Cabo Verde,2010,13314.4848,1664.3106"
"132,Cabo Verde,2015,12769.2328,1596.1541"
"132,Cabo Verde,2017,14158.292,1769.7865"
"132,Cabo Verde,2018,15814.5176,1976.8147"
"132,Cabo Verde,1985,4021.7744,502.7218"
"132,Cabo Verde,1995,11555.3016,1444.4127"
"132,Cabo Verde,2005,19098.3608,2387.2951"
"132,Cabo Verde,2010,27026.0368,3378.2546"
"132,Cabo Verde,2015,24334.2608,3041.7826"
"132,Cabo Verde,2017,26341.1072,3292.6384"
"132,Cabo Verde,2018,29083.2616,3635.4077"
"132,Cabo Verde,1985,3063.1432,382.8929"
"132,Cabo Verde,1995,4778.8632,597.3579"
"132,Cabo Verde,2005,9276.9776,1159.6222"
"132,Cabo Verde,2010,11860.912,1482.614"
"132,Cabo Verde,2015,12769.2328,1596.1541"
"132,Cabo Verde,2017,13865.0936,1733.1367"
"132,Cabo Verde,2018,14569.1008,1821.1376"
"132,Cabo Verde,1985,69.1368,8.6421"
"132,Cabo Verde,1995,59.9192,7.4899"
"132,Cabo Verde,2005,52.1672,6.5209"
"132,Cabo Verde,2010,11.7344,1.4668"
"132,Cabo Verde,2015,8.0552,1.0069"
"132,Cabo Verde,2017,29.616,3.702"
"132,Cabo Verde,2018,40.6208,5.0776"
"116,Cambodia,1985,8474.3608,1059.2951"
"116,Cambodia,1995,26474.848,3309.356"
"116,Cambodia,2005,50344.3864,6293.0483"
"116,Cambodia,2010,89938.2304,11242.2788"
"116,Cambodia,2015,144399.6312,18049.9539"
"116,Cambodia,2017,177417.6048,22177.2006"
"116,Cambodia,2018,196574.0288,24571.7536"
"116,Cambodia,1985,1098.444,137.3055"
"116,Cambodia,1995,2484.4696,310.5587"
"116,Cambodia,2005,3792.8912,474.1114"
"116,Cambodia,2010,6284.02,785.5025"
"116,Cambodia,2015,9303.2392,1162.9049"
"116,Cambodia,2017,11082.0832,1385.2604"
"116,Cambodia,2018,12097.0184,1512.1273"
"116,Cambodia,1985,16560.7944,2070.0993"
"116,Cambodia,1995,33482.3808,4185.2976"
"116,Cambodia,2005,73893.4584,9236.6823"
"116,Cambodia,2010,102076.1864,12759.5233"
"116,Cambodia,2015,144399.6312,18049.9539"
"116,Cambodia,2017,165394.1104,20674.2638"
"116,Cambodia,2018,177795.3008,22224.4126"
"116,Cambodia,1985,37.3616,4.6702"
"116,Cambodia,1995,47.3744,5.9218"
"116,Cambodia,2005,105.9992,13.2499"
"116,Cambodia,2010,47.7032,5.9629"
"116,Cambodia,2015,56.2896,7.0362"
"116,Cambodia,2017,57.3088,7.1636"
"116,Cambodia,2018,59.984,7.498"
"120,Cameroon,1985,76776.8512,9597.1064"
"120,Cameroon,1995,77130.46,9641.3075"
"120,Cameroon,2005,143552.6616,17944.0827"
"120,Cameroon,2010,209150.0224,26143.7528"
"120,Cameroon,2015,247242.268,30905.2835"
"120,Cameroon,2017,280074.0784,35009.2598"
"120,Cameroon,2018,309553.2784,38694.1598"
"120,Cameroon,1985,7623.7048,952.9631"
"120,Cameroon,1995,5671.3624,708.9203"
"120,Cameroon,2005,8095.04,1011.88"
"120,Cameroon,2010,10282.068,1285.2585"
"120,Cameroon,2015,10611.9992,1326.4999"
"120,Cameroon,2017,11400.8488,1425.1061"
"120,Cameroon,2018,12275.936,1534.492"
"120,Cameroon,1985,141452.0968,17681.5121"
"120,Cameroon,1995,105631.9616,13203.9952"
"120,Cameroon,2005,162251.0904,20281.3863"
"120,Cameroon,2010,192614.7704,24076.8463"
"120,Cameroon,2015,247242.268,30905.2835"
"120,Cameroon,2017,267917.4264,33489.6783"
"120,Cameroon,2018,278801.536,34850.192"
"120,Cameroon,1985,18.8144,2.3518"
"120,Cameroon,1995,27.7584,3.4698"
"120,Cameroon,2005,16.1648,2.0206"
"120,Cameroon,2010,27.3824,3.4228"
"120,Cameroon,2015,45.2112,5.6514"
"120,Cameroon,2017,28.3936,3.5492"
"120,Cameroon,2018,32.5,4.0625"
"124,Canada,1985,2929482.846,366185.3557"
"124,Canada,1995,4847387.106,605923.3883"
"124,Canada,2005,9385146.168,1173143.271"
"124,Canada,2010,12938126.11,1617265.764"
"124,Canada,2015,12449017.43,1556127.179"
"124,Canada,2017,13201496.43,1650187.054"
"124,Canada,2018,13700496.61,1712562.076"
"124,Canada,1985,113789.2584,14223.6573"
"124,Canada,1995,166210.4592,20776.3074"
"124,Canada,2005,291787.5888,36473.4486"
"124,Canada,2010,378888.6992,47361.0874"
"124,Canada,2015,345549.9872,43193.7484"
"124,Canada,2017,359399.496,44924.937"
"124,Canada,2018,369539.0008,46192.3751"
"124,Canada,1985,6171773.296,771471.662"
"124,Canada,1995,7640702.869,955087.8586"
"124,Canada,2005,10567100.86,1320887.608"
"124,Canada,2010,11189750.37,1398718.796"
"124,Canada,2015,12449017.43,1556127.179"
"124,Canada,2017,12961747.9,1620218.488"
"124,Canada,2018,13205245.86,1650655.733"
"124,Canada,1985,37.9008,4.7376"
"124,Canada,1995,21.536,2.692"
"124,Canada,2005,25.6232,3.2029"
"124,Canada,2010,24.716,3.0895"
"124,Canada,2015,5.5192,0.6899"
"124,Canada,2017,23.8288,2.9786"
"124,Canada,2018,15.0288,1.8786"
"136,Cayman Islands,1985,4387.9848,548.4981"
"136,Cayman Islands,1995,13670.948,1708.8685"
"136,Cayman Islands,2005,32078.2496,4009.7812"
"136,Cayman Islands,2010,34212.0936,4276.5117"
"136,Cayman Islands,2015,38277.6296,4784.7037"
"136,Cayman Islands,2017,41801.856,5225.232"
"136,Cayman Islands,2018,43881.7752,5485.2219"
"136,Cayman Islands,1985,225406.3072,28175.7884"
"136,Cayman Islands,1995,425012.3776,53126.5472"
"136,Cayman Islands,2005,651189.5704,81398.6963"
"136,Cayman Islands,2010,603686.012,75460.7515"
"136,Cayman Islands,2015,620141.7568,77517.7196"
"136,Cayman Islands,2017,659522.5112,82440.3139"
"136,Cayman Islands,2018,683793.6784,85474.2098"
"136,Cayman Islands,1985,10645.8088,1330.7261"
"136,Cayman Islands,1995,21323.2784,2665.4098"
"136,Cayman Islands,2005,36013.5064,4501.6883"
"136,Cayman Islands,2010,34958.8528,4369.8566"
"136,Cayman Islands,2015,38277.6296,4784.7037"
"136,Cayman Islands,2017,40662.2248,5082.7781"
"136,Cayman Islands,2018,41994.1464,5249.2683"
"136,Cayman Islands,1985,27.692,3.4615"
"136,Cayman Islands,1995,38.436,4.8045"
"136,Cayman Islands,2005,51.9584,6.4948"
"136,Cayman Islands,2010,-21.7248,-2.7156"
"136,Cayman Islands,2015,22.6648,2.8331"
"136,Cayman Islands,2017,24.3144,3.0393"
"136,Cayman Islands,2018,26.2048,3.2756"
"140,Central African Republic,1985,7239.0664,904.8833"
"140,Central African Republic,1995,9336.164,1167.0205"
"140,Central African Republic,2005,11302.4456,1412.8057"
"140,Central African Republic,2010,16270.5112,2033.8139"
"140,Central African Republic,2015,13057.0888,1632.1361"
"140,Central African Republic,2017,15978.8344,1997.3543"
"140,Central African Republic,2018,17945.3368,2243.1671"
"140,Central African Republic,1985,2847.5944,355.9493"
"140,Central African Republic,1995,2897.04,362.13"
"140,Central African Republic,2005,2798.756,349.8445"
"140,Central African Republic,2010,3708.9976,463.6247"
"140,Central African Republic,2015,2905.9856,363.2482"
"140,Central African Republic,2017,3476.6656,434.5832"
"140,Central African Republic,2018,3845.6752,480.7094"
"140,Central African Republic,1985,13003.772,1625.4715"
"140,Central African Republic,1995,14510.8184,1813.8523"
"140,Central African Republic,2005,15720.18,1965.0225"
"140,Central African Republic,2010,18552.6816,2319.0852"
"140,Central African Republic,2015,13057.0888,1632.1361"
"140,Central African Republic,2017,14239.5576,1779.9447"
"140,Central African Republic,2018,14857.6584,1857.2073"
"140,Central African Republic,1985,26.6928,3.3366"
"140,Central African Republic,1995,41.224,5.153"
"140,Central African Republic,2005,19.0544,2.3818"
"140,Central African Republic,2010,28.5144,3.5643"
"140,Central African Republic,2015,38.4,4.8"
"140,Central African Republic,2017,34.6304,4.3288"
"140,Central African Republic,2018,34.7256,4.3407"
"148,Chad,1985,7895.144,986.893"
"148,Chad,1995,13146.2136,1643.2767"
"148,Chad,2005,53444.896,6680.612"
"148,Chad,2010,87765.0248,10970.6281"
"148,Chad,2015,93523.68,11690.46"
"148,Chad,2017,83152.1616,10394.0202"
"148,Chad,2018,91099.3952,11387.4244"
"148,Chad,1985,1549.4648,193.6831"
"148,Chad,1995,1875.3128,234.4141"
"148,Chad,2005,5293.3384,661.6673"
"148,Chad,2010,7343.0408,917.8801"
"148,Chad,2015,6627.7264,828.4658"
"148,Chad,2017,5537.2928,692.1616"
"148,Chad,2018,5885.8376,735.7297"
"148,Chad,1985,16657.5864,2082.1983"
"148,Chad,1995,23148.6256,2893.5782"
"148,Chad,2005,52745.6352,6593.2044"
"148,Chad,2010,77672.9592,9709.1199"
"148,Chad,2015,93523.68,11690.46"
"148,Chad,2017,88833.0528,11104.1316"
"148,Chad,2018,91003.9224,11375.4903"
"148,Chad,1985,63.056,7.882"
"148,Chad,1995,11.1888,1.3986"
"148,Chad,2005,63.3088,7.9136"
"148,Chad,2010,120,15"
"148,Chad,2015,36.8,4.6"
"148,Chad,2017,-19.0376,-2.3797"
"148,Chad,2018,19.5504,2.4438"
"152,Chile,1985,151876.1648,18984.5206"
"152,Chile,1995,600792.5896,75099.0737"
"152,Chile,2005,983718.496,122964.812"
"152,Chile,2010,1748300.524,218537.5655"
"152,Chile,2015,1951352.682,243919.0853"
"152,Chile,2017,2221971.689,277746.4611"
"152,Chile,2018,2385849.068,298231.1335"
"152,Chile,1985,12390.7352,1548.8419"
"152,Chile,1995,41777.2192,5222.1524"
"152,Chile,2005,60788.2008,7598.5251"
"152,Chile,2010,102464.2832,12808.0354"
"152,Chile,2015,108593.3744,13574.1718"
"152,Chile,2017,120298.8024,15037.3503"
"152,Chile,2018,127386.8696,15923.3587"
"152,Chile,1985,417834.2848,52229.2856"
"152,Chile,1995,877599.84,109699.98"
"152,Chile,2005,1339882.452,167485.3065"
"152,Chile,2010,1611950.799,201493.8499"
"152,Chile,2015,1951352.682,243919.0853"
"152,Chile,2017,2009329.182,251166.1477"
"152,Chile,2018,2090197.708,261274.7135"
"152,Chile,1985,15.7472,1.9684"
"152,Chile,1995,85.0208,10.6276"
"152,Chile,2005,49.4136,6.1767"
"152,Chile,2010,46.7536,5.8442"
"152,Chile,2015,18.4304,2.3038"
"152,Chile,2017,10.2336,1.2792"
"152,Chile,2018,32.1976,4.0247"
"156,China,1985,2478708.51,309838.5637"
"156,China,1995,5875879.741,734484.9676"
"156,China,2005,18287689.64,2285961.205"
"156,China,2010,48697538.99,6087192.374"
"156,China,2015,88124499.12,11015562.39"
"156,China,2017,97148577.12,12143572.14"
"156,China,2018,108865214.9,13608151.86"
"156,China,1985,2304.512,288.064"
"156,China,1995,4735.0976,591.8872"
"156,China,2005,13742.1208,1717.7651"
"156,China,2010,35576.5352,4447.0669"
"156,China,2015,62639.6792,7829.9599"
"156,China,2017,68365.2976,8545.6622"
"156,China,2018,76254.9528,9531.8691"
"156,China,1985,5612810.201,701601.2751"
"156,China,1995,14658199.63,1832274.954"
"156,China,2005,35380991.61,4422623.951"
"156,China,2010,60328011.66,7541001.457"
"156,China,2015,88124499.12,11015562.39"
"156,China,2017,100414628.2,12551828.53"
"156,China,2018,107008830.6,13376103.83"
"156,China,1985,107.4448,13.4306"
"156,China,1995,87.6312,10.9539"
"156,China,2005,91.1568,11.3946"
"156,China,2010,83.1352,10.3919"
"156,China,2015,55.2448,6.9056"
"156,China,2017,54.0552,6.7569"
"156,China,2018,52.536,6.567"
"344,""China, Hong Kong SAR"",1985,285598.1776,35699.7722"
"344,""China, Hong Kong SAR"",1995,1157218.313,144652.2891"
"344,""China, Hong Kong SAR"",2005,1452554.432,181569.304"
"344,""China, Hong Kong SAR"",2010,1829109.428,228638.6785"
"344,""China, Hong Kong SAR"",2015,2475084.981,309385.6226"
"344,""China, Hong Kong SAR"",2017,2733479.357,341684.9196"
"344,""China, Hong Kong SAR"",2018,2901456.146,362682.0182"
"344,""China, Hong Kong SAR"",1985,54018.7232,6752.3404"
"344,""China, Hong Kong SAR"",1995,190199.7272,23774.9659"
"344,""China, Hong Kong SAR"",2005,214571.0248,26821.3781"
"344,""China, Hong Kong SAR"",2010,262564.2432,32820.5304"
"344,""China, Hong Kong SAR"",2015,344431.7224,43053.9653"
"344,""China, Hong Kong SAR"",2017,374125.224,46765.653"
"344,""China, Hong Kong SAR"",2018,393592.2976,49199.0372"
"344,""China, Hong Kong SAR"",1985,671623.8248,83952.9781"
"344,""China, Hong Kong SAR"",1995,1261761.114,157720.1392"
"344,""China, Hong Kong SAR"",2005,1766061.381,220757.6726"
"344,""China, Hong Kong SAR"",2010,2140416.168,267552.021"
"344,""China, Hong Kong SAR"",2015,2475084.981,309385.6226"
"344,""China, Hong Kong SAR"",2017,2626304.542,328288.0677"
"344,""China, Hong Kong SAR"",2018,2705158.694,338144.8367"
"344,""China, Hong Kong SAR"",1985,6.0568,0.7571"
"344,""China, Hong Kong SAR"",1995,18.9904,2.3738"
"344,""China, Hong Kong SAR"",2005,59.1056,7.3882"
"344,""China, Hong Kong SAR"",2010,54.1408,6.7676"
"344,""China, Hong Kong SAR"",2015,19.1024,2.3878"
"344,""China, Hong Kong SAR"",2017,30.796,3.8495"
"344,""China, Hong Kong SAR"",2018,24.02,3.0025"
"446,""China, Macao SAR"",1985,10790.5624,1348.8203"
"446,""China, Macao SAR"",1995,55968.5648,6996.0706"
"446,""China, Macao SAR"",2005,96738.204,12092.2755"
"446,""China, Macao SAR"",2010,224988.6592,28123.5824"
"446,""China, Macao SAR"",2015,362895.224,45361.903"
"446,""China, Macao SAR"",2017,404475.4048,50559.4256"
"446,""China, Macao SAR"",2018,436361.0736,54545.1342"
"446,""China, Macao SAR"",1985,38061.5456,4757.6932"
"446,""China, Macao SAR"",1995,145179.4488,18147.4311"
"446,""China, Macao SAR"",2005,200345.0376,25043.1297"
"446,""China, Macao SAR"",2010,418024.372,52253.0465"
"446,""China, Macao SAR"",2015,602730.884,75341.3605"
"446,""China, Macao SAR"",2017,649670.976,81208.872"
"446,""China, Macao SAR"",2018,690842.6264,86355.3283"
"446,""China, Macao SAR"",1985,55982.3136,6997.7892"
"446,""China, Macao SAR"",1995,111038.44,13879.805"
"446,""China, Macao SAR"",2005,186253.2248,23281.6531"
"446,""China, Macao SAR"",2010,316966.8744,39620.8593"
"446,""China, Macao SAR"",2015,362895.224,45361.903"
"446,""China, Macao SAR"",2017,394694.676,49336.8345"
"446,""China, Macao SAR"",2018,413277.7016,51659.7127"
"446,""China, Macao SAR"",1985,5.8528,0.7316"
"446,""China, Macao SAR"",1995,26.3648,3.2956"
"446,""China, Macao SAR"",2005,64.4816,8.0602"
"446,""China, Macao SAR"",2010,202.1112,25.2639"
"446,""China, Macao SAR"",2015,-172.756,-21.5945"
"446,""China, Macao SAR"",2017,77.632,9.704"
"446,""China, Macao SAR"",2018,37.6656,4.7082"
"170,Colombia,1985,390848.9192,48856.1149"
"170,Colombia,1995,873999.4968,109249.9371"
"170,Colombia,2005,1161447.694,145180.9617"
"170,Colombia,2010,2288829.146,286103.6432"
"170,Colombia,2015,2347854.025,293481.7531"
"170,Colombia,2017,2494318.995,311789.8744"
"170,Colombia,2018,2641822.957,330227.8696"
"170,Colombia,1985,13049.524,1631.1905"
"170,Colombia,1995,23996.8424,2999.6053"
"170,Colombia,2005,27233.5216,3404.1902"
"170,Colombia,2010,50612.3944,6326.5493"
"170,Colombia,2015,49407.0088,6175.8761"
"170,Colombia,2017,50998.3072,6374.7884"
"170,Colombia,2018,53197.084,6649.6355"
"170,Colombia,1985,772757.924,96594.7405"
"170,Colombia,1995,1200050.863,150006.3579"
"170,Colombia,2005,1500438.079,187554.7599"
"170,Colombia,2010,1866725.206,233340.6508"
"170,Colombia,2015,2347854.025,293481.7531"
"170,Colombia,2017,2429252.164,303656.5205"
"170,Colombia,2018,2493824.626,311728.0782"
"170,Colombia,1985,24.8568,3.1071"
"170,Colombia,1995,41.6192,5.2024"
"170,Colombia,2005,37.6528,4.7066"
"170,Colombia,2010,34.7808,4.3476"
"170,Colombia,2015,23.6472,2.9559"
"170,Colombia,2017,10.8104,1.3513"
"170,Colombia,2018,21.2648,2.6581"
"174,Comoros,1985,1919.088,239.886"
"174,Comoros,1995,3865.7096,483.2137"
"174,Comoros,2005,6298.7048,787.3381"
"174,Comoros,2010,7256.752,907.094"
"174,Comoros,2015,7905.2056,988.1507"
"174,Comoros,2017,8520.1544,1065.0193"
"174,Comoros,2018,9325.5232,1165.6904"
"174,Comoros,1985,5400.756,675.0945"
"174,Comoros,1995,8131.5912,1016.4489"
"174,Comoros,2005,10298.2784,1287.2848"
"174,Comoros,2010,10521.728,1315.216"
"174,Comoros,2015,10168.4608,1271.0576"
"174,Comoros,2017,10468.4096,1308.5512"
"174,Comoros,2018,11204.2256,1400.5282"
"174,Comoros,1985,4247.5328,530.9416"
"174,Comoros,1995,5009.2312,626.1539"
"174,Comoros,2005,6085.6864,760.7108"
"174,Comoros,2010,6083.9904,760.4988"
"174,Comoros,2015,7905.2056,988.1507"
"174,Comoros,2017,8523.0104,1065.3763"
"174,Comoros,2018,8774.9408,1096.8676"
"174,Comoros,1985,16,2"
"174,Comoros,1995,28.88,3.61"
"174,Comoros,2005,22.4,2.8"
"174,Comoros,2010,38.4088,4.8011"
"174,Comoros,2015,15.9368,1.9921"
"174,Comoros,2017,23.6136,2.9517"
"174,Comoros,2018,23.6472,2.9559"
"178,Congo,1985,18709.148,2338.6435"
"178,Congo,1995,17659.044,2207.3805"
"178,Congo,2005,50798.2392,6349.7799"
"178,Congo,2010,109424.0952,13678.0119"
"178,Congo,2015,88732.2776,11091.5347"
"178,Congo,2017,87831.7704,10978.9713"
"178,Congo,2018,113385.5064,14173.1883"
"178,Congo,1985,9107.2576,1138.4072"
"178,Congo,1995,6522.18,815.2725"
"178,Congo,2005,14021.9136,1752.7392"
"178,Congo,2010,25603.88,3200.485"
"178,Congo,2015,18272.352,2284.044"
"178,Congo,2017,17185.876,2148.2345"
"178,Congo,2018,21620.4704,2702.5588"
"178,Congo,1985,43226.56,5403.32"
"178,Congo,1995,43130.232,5391.279"
"178,Congo,2005,59294.3032,7411.7879"
"178,Congo,2010,86191.9552,10773.9944"
"178,Congo,2015,88732.2776,11091.5347"
"178,Congo,2017,83574.0768,10446.7596"
"178,Congo,2018,84431.1736,10553.8967"
"178,Congo,1985,-9.2208,-1.1526"
"178,Congo,1995,31.8824,3.9853"
"178,Congo,2005,61.1744,7.6468"
"178,Congo,2010,119.72,14.965"
"178,Congo,2015,-105.3968,-13.1746"
"178,Congo,2017,-24.8,-3.1"
"178,Congo,2018,8.2048,1.0256"
"184,Cook Islands,1985,246.2536,30.7817"
"184,Cook Islands,1995,924.576,115.572"
"184,Cook Islands,2005,1593.572,199.1965"
"184,Cook Islands,2010,1926.3072,240.7884"
"184,Cook Islands,2015,2417.388,302.1735"
"184,Cook Islands,2017,2764.872,345.609"
"184,Cook Islands,2018,2901.7112,362.7139"
"184,Cook Islands,1985,13989.2768,1748.6596"
"184,Cook Islands,1995,48414.7144,6051.8393"
"184,Cook Islands,2005,83546.8352,10443.3544"
"184,Cook Islands,2010,104741.8552,13092.7319"
"184,Cook Islands,2015,137460.9184,17182.6148"
"184,Cook Islands,2017,157929.512,19741.189"
"184,Cook Islands,2018,165641.6904,20705.2113"
"184,Cook Islands,1985,1157.0384,144.6298"
"184,Cook Islands,1995,1659.2312,207.4039"
"184,Cook Islands,2005,2123.1368,265.3921"
"184,Cook Islands,2010,2126.7872,265.8484"
"184,Cook Islands,2015,2417.388,302.1735"
"184,Cook Islands,2017,2777.4264,347.1783"
"184,Cook Islands,2018,2934.7272,366.8409"
"184,Cook Islands,1985,70.24,8.78"
"184,Cook Islands,1995,-35.004,-4.3755"
"184,Cook Islands,2005,-9.12,-1.14"
"184,Cook Islands,2010,-39.4768,-4.9346"
"184,Cook Islands,2015,45.9984,5.7498"
"184,Cook Islands,2017,76.1648,9.5206"
"184,Cook Islands,2018,45.3088,5.6636"
"188,Costa Rica,1985,39910.188,4988.7735"
"188,Costa Rica,1995,92056.9616,11507.1202"
"188,Costa Rica,2005,159617.2384,19952.1548"
"188,Costa Rica,2010,298149.0816,37268.6352"
"188,Costa Rica,2015,438207.9808,54775.9976"
"188,Costa Rica,2017,465396.4016,58174.5502"
"188,Costa Rica,2018,481008.1184,60126.0148"
"188,Costa Rica,1985,14583.2616,1822.9077"
"188,Costa Rica,1995,25964.2024,3245.5253"
"188,Costa Rica,2005,37245.8672,4655.7334"
"188,Costa Rica,2010,65135.3424,8141.9178"
"188,Costa Rica,2015,90393.0896,11299.1362"
"188,Costa Rica,2017,94020.3488,11752.5436"
"188,Costa Rica,2018,96212.38,12026.5475"
